"po_id","item_id","supplier_id","quantity_ordered","unit_price","negotiated_price","currency","order_status","defective_units","compliance","payment_terms","order_date","current_stock","reorder_level","lead_time","item_name","item_category","brand","discontinued","supplier_name","country","preferred","rating","rate"
"PO-003669","ITM-00851","SPL-0092",523,"244.75","197.42","MXN","Pending",3,True,"Net 45","2024-01-05",941,85,8,"Item_851","Packaging","Brand_6",False,"Supplier_92","China",True,5,"0.05"
"PO-003861","ITM-00851","SPL-0049",730,"422.69","413.35","EUR","Partially Delivered",9,True,"Net 60","2024-03-24",941,85,8,"Item_851","Packaging","Brand_6",False,"Supplier_49","USA",False,2,"1.14"
"PO-000911","ITM-00851","SPL-0055",498,"353.10","346.39","EUR","Pending",5,True,"Net 30","2021-01-04",941,85,8,"Item_851","Packaging","Brand_6",False,"Supplier_55","India",False,3,"1.14"
"PO-003708","ITM-00851","SPL-0073",300,"465.23","432.13","CNY","Cancelled",6,True,"Net 45","2024-01-22",941,85,8,"Item_851","Packaging","Brand_6",False,"Supplier_73","China",True,2,"0.13"
"PO-001891","ITM-00851","SPL-0064",738,"415.37","341.17","CNY","Pending",4,True,"Net 60","2022-01-28",941,85,8,"Item_851","Packaging","Brand_6",False,"Supplier_64","Mexico",False,2,"0.13"
"PO-003110","ITM-00851","SPL-0030",905,"155.90","144.76","MXN","Partially Delivered",3,True,"Net 60","2023-05-26",941,85,8,"Item_851","Packaging","Brand_6",False,"Supplier_30","India",False,3,"0.05"
"PO-003824","ITM-00851","SPL-0076",523,"343.06","336.81","EUR","Pending",1,True,"Net 45","2024-03-08",941,85,8,"Item_851","Packaging","Brand_6",False,"Supplier_76","USA",False,1,"1.14"
"PO-001461","ITM-00852","SPL-0076",935,"153.10","122.77","INR","Pending",4,True,"Net 30","2021-08-13",0,149,25,"Item_852","Electronics","Brand_15",False,"Supplier_76","USA",False,1,"0.01"
"PO-003109","ITM-00852","SPL-0092",776,"248.63","242.31","CNY","Partially Delivered",4,True,"Net 30","2023-05-26",0,149,25,"Item_852","Electronics","Brand_15",False,"Supplier_92","China",True,5,"0.13"
"PO-001606","ITM-00852","SPL-0049",101,"431.95","425.50","INR","Pending",3,True,"Net 30","2021-10-10",0,149,25,"Item_852","Electronics","Brand_15",False,"Supplier_49","USA",False,2,"0.01"
"PO-000061","ITM-00852","SPL-0088",324,"181.48","146.97","USD","Pending",1,True,"Net 45","2020-01-24",0,149,25,"Item_852","Electronics","Brand_15",False,"Supplier_88","Germany",True,5,"1.00"
"PO-001285","ITM-00853","SPL-0032",801,"372.48","371.39","CNY","Pending",2,False,"Net 60","2021-06-03",604,199,18,"Item_853","Packaging","Brand_10",False,"Supplier_32","China",True,5,"0.13"
"PO-000150","ITM-00853","SPL-0078",504,"297.07","246.43","CNY","Cancelled",1,True,"Net 45","2020-03-02",604,199,18,"Item_853","Packaging","Brand_10",False,"Supplier_78","China",False,1,"0.13"
"PO-001385","ITM-00853","SPL-0059",901,"496.75","458.83","USD","Pending",0,True,"Net 60","2021-07-12",604,199,18,"Item_853","Packaging","Brand_10",False,"Supplier_59","USA",False,2,"1.00"
"PO-004423","ITM-00853","SPL-0063",707,"164.19","144.62","INR","Partially Delivered",4,True,"Net 60","2024-10-29",604,199,18,"Item_853","Packaging","Brand_10",False,"Supplier_63","Canada",True,1,"0.01"
"PO-001742","ITM-00854","SPL-0030",198,"411.18","347.86","INR","Delivered",0,True,"Net 60","2021-12-02",0,105,19,"Item_854","Packaging","Brand_26",False,"Supplier_30","India",False,3,"0.01"
"PO-000031","ITM-00854","SPL-0032",513,"201.01","162.36","USD","Cancelled",6,True,"Net 60","2020-01-13",0,105,19,"Item_854","Packaging","Brand_26",False,"Supplier_32","China",True,5,"1.00"
"PO-003822","ITM-00854","SPL-0093",115,"409.24","402.01","CNY","Delivered",5,True,"Net 45","2024-03-07",0,105,19,"Item_854","Packaging","Brand_26",False,"Supplier_93","India",False,2,"0.13"
"PO-004305","ITM-00854","SPL-0093",724,"124.06","115.09","USD","Pending",8,True,"Net 45","2024-09-14",0,105,19,"Item_854","Packaging","Brand_26",False,"Supplier_93","India",False,2,"1.00"
"PO-001935","ITM-00854","SPL-0021",743,"136.36","125.85","CNY","Delivered",9,True,"Net 60","2022-02-13",0,105,19,"Item_854","Packaging","Brand_26",False,"Supplier_21","Germany",False,1,"0.13"
"PO-003786","ITM-00854","SPL-0075",161,"170.62","153.13","INR","Cancelled",1,True,"Net 60","2024-02-21",0,105,19,"Item_854","Packaging","Brand_26",False,"Supplier_75","Canada",True,3,"0.01"
"PO-002194","ITM-00854","SPL-0041",426,"172.37","153.36","EUR","Pending",5,True,"Net 45","2022-05-26",0,105,19,"Item_854","Packaging","Brand_26",False,"Supplier_41","Germany",True,2,"1.14"
"PO-000836","ITM-00855","SPL-0061",132,"231.79","218.96","MXN","Pending",7,True,"Net 60","2020-12-06",638,165,7,"Item_855","Electronics","Brand_21",False,"Supplier_61","India",True,4,"0.05"
"PO-004612","ITM-00855","SPL-0073",498,"263.17","247.38","CNY","Cancelled",0,True,"Net 30","2025-01-10",638,165,7,"Item_855","Electronics","Brand_21",False,"Supplier_73","China",True,2,"0.13"
"PO-004108","ITM-00855","SPL-0093",771,"253.27","218.94","USD","Pending",3,True,"Net 30","2024-06-30",638,165,7,"Item_855","Electronics","Brand_21",False,"Supplier_93","India",False,2,"1.00"
"PO-002462","ITM-00855","SPL-0023",942,"488.59","410.98","CNY","Delivered",0,True,"Net 30","2022-09-09",638,165,7,"Item_855","Electronics","Brand_21",False,"Supplier_23","USA",True,2,"0.13"
"PO-001373","ITM-00856","SPL-0050",32,"16.75","14.47","USD","Pending",1,True,"Net 30","2021-07-08",263,145,14,"Item_856","Electronics","Brand_3",False,"Supplier_50","India",True,4,"1.00"
"PO-003332","ITM-00856","SPL-0047",765,"191.84","161.82","INR","Pending",6,True,"Net 60","2023-08-24",263,145,14,"Item_856","Electronics","Brand_3",False,"Supplier_47","China",True,4,"0.01"
"PO-001841","ITM-00856","SPL-0089",245,"138.59","136.18","INR","Pending",3,True,"Net 30","2022-01-08",263,145,14,"Item_856","Electronics","Brand_3",False,"Supplier_89","China",True,1,"0.01"
"PO-001856","ITM-00856","SPL-0008",231,"434.86","387.58","INR","Delivered",3,True,"Net 45","2022-01-13",263,145,14,"Item_856","Electronics","Brand_3",False,"Supplier_8","India",True,2,"0.01"
"PO-004095","ITM-00856","SPL-0015",809,"397.98","364.45","CNY","Partially Delivered",3,True,"Net 60","2024-06-25",263,145,14,"Item_856","Electronics","Brand_3",False,"Supplier_15","USA",False,5,"0.13"
"PO-003830","ITM-00857","SPL-0052",869,"279.76","265.12","EUR","Partially Delivered",7,False,"Net 30","2024-03-11",607,138,8,"Item_857","MRO","Brand_36",False,"Supplier_52","USA",True,3,"1.14"
"PO-003411","ITM-00857","SPL-0008",56,"151.56","138.15","MXN","Delivered",4,True,"Net 30","2023-09-24",607,138,8,"Item_857","MRO","Brand_36",False,"Supplier_8","India",True,2,"0.05"
"PO-003769","ITM-00857","SPL-0061",62,"332.95","298.21","CNY","Cancelled",3,True,"Net 45","2024-02-14",607,138,8,"Item_857","MRO","Brand_36",False,"Supplier_61","India",True,4,"0.13"
"PO-001864","ITM-00858","SPL-0078",826,"390.73","370.33","EUR","Partially Delivered",4,True,"Net 30","2022-01-16",101,63,16,"Item_858","Furniture","Brand_21",False,"Supplier_78","China",False,1,"1.14"
"PO-004931","ITM-00858","SPL-0095",362,"324.43","279.54","USD","Pending",6,True,"Net 30","2025-05-23",101,63,16,"Item_858","Furniture","Brand_21",False,"Supplier_95","Canada",False,2,"1.00"
"PO-003214","ITM-00858","SPL-0068",419,"90.40","79.48","MXN","Delivered",4,True,"Net 45","2023-07-05",101,63,16,"Item_858","Furniture","Brand_21",False,"Supplier_68","Germany",True,4,"0.05"
"PO-002197","ITM-00858","SPL-0036",83,"270.88","250.13","USD","Cancelled",6,True,"Net 30","2022-05-28",101,63,16,"Item_858","Furniture","Brand_21",False,"Supplier_36","India",True,4,"1.00"
"PO-001555","ITM-00858","SPL-0089",501,"95.72","81.54","INR","Partially Delivered",6,False,"Net 45","2021-09-20",101,63,16,"Item_858","Furniture","Brand_21",False,"Supplier_89","China",True,1,"0.01"
"PO-002589","ITM-00858","SPL-0099",462,"61.77","54.53","CNY","Cancelled",2,True,"Net 30","2022-10-29",101,63,16,"Item_858","Furniture","Brand_21",False,"Supplier_99","India",True,2,"0.13"
"PO-004480","ITM-00859","SPL-0046",466,"328.49","315.95","MXN","Delivered",8,True,"Net 30","2024-11-19",613,96,5,"Item_859","Packaging","Brand_12",False,"Supplier_46","USA",False,1,"0.05"
"PO-003415","ITM-00859","SPL-0063",980,"381.10","322.46","CNY","Cancelled",6,True,"Net 60","2023-09-25",613,96,5,"Item_859","Packaging","Brand_12",False,"Supplier_63","Canada",True,1,"0.13"
"PO-003025","ITM-00859","SPL-0037",513,"141.97","130.05","CNY","Partially Delivered",8,True,"Net 30","2023-04-22",613,96,5,"Item_859","Packaging","Brand_12",False,"Supplier_37","India",True,1,"0.13"
"PO-003432","ITM-00859","SPL-0100",734,"489.96","402.74","EUR","Delivered",4,True,"Net 45","2023-10-02",613,96,5,"Item_859","Packaging","Brand_12",False,"Supplier_100","Canada",False,2,"1.14"
"PO-000707","ITM-00859","SPL-0068",878,"463.10","381.05","INR","Cancelled",3,True,"Net 30","2020-10-14",613,96,5,"Item_859","Packaging","Brand_12",False,"Supplier_68","Germany",True,4,"0.01"
"PO-002109","ITM-00859","SPL-0052",161,"316.90","316.01","USD","Pending",2,True,"Net 60","2022-04-22",613,96,5,"Item_859","Packaging","Brand_12",False,"Supplier_52","USA",True,3,"1.00"
"PO-004224","ITM-00859","SPL-0060",124,"99.19","98.78","CNY","Partially Delivered",3,False,"Net 30","2024-08-14",613,96,5,"Item_859","Packaging","Brand_12",False,"Supplier_60","USA",False,2,"0.13"
"PO-002696","ITM-00860","SPL-0018",181,"448.92","441.75","EUR","Cancelled",4,False,"Net 45","2022-12-12",639,199,19,"Item_860","Office Supplies","Brand_50",False,"Supplier_18","Canada",False,1,"1.14"
"PO-001681","ITM-00860","SPL-0024",796,"440.44","365.49","MXN","Cancelled",7,False,"Net 45","2021-11-10",639,199,19,"Item_860","Office Supplies","Brand_50",False,"Supplier_24","Germany",True,3,"0.05"
"PO-000036","ITM-00860","SPL-0017",698,"39.66","34.13","EUR","Cancelled",2,True,"Net 30","2020-01-15",639,199,19,"Item_860","Office Supplies","Brand_50",False,"Supplier_17","USA",True,3,"1.14"
"PO-003288","ITM-00861","SPL-0002",798,"416.02","334.97","EUR","Pending",3,True,"Net 45","2023-08-07",925,187,20,"Item_861","MRO","Brand_47",False,"Supplier_2","China",True,5,"1.14"
"PO-004101","ITM-00861","SPL-0034",313,"134.64","118.80","USD","Pending",2,True,"Net 30","2024-06-27",925,187,20,"Item_861","MRO","Brand_47",False,"Supplier_34","USA",False,1,"1.00"
"PO-004703","ITM-00861","SPL-0085",17,"298.25","239.66","CNY","Pending",8,True,"Net 45","2025-02-17",925,187,20,"Item_861","MRO","Brand_47",False,"Supplier_85","India",True,2,"0.13"
"PO-004725","ITM-00861","SPL-0044",97,"402.20","372.09","INR","Pending",7,True,"Net 60","2025-02-27",925,187,20,"Item_861","MRO","Brand_47",False,"Supplier_44","Canada",True,3,"0.01"
"PO-002657","ITM-00862","SPL-0017",371,"207.39","179.98","CNY","Delivered",2,True,"Net 30","2022-11-25",148,86,26,"Item_862","Office Supplies","Brand_38",False,"Supplier_17","USA",True,3,"0.13"
"PO-002012","ITM-00862","SPL-0084",860,"394.41","391.95","INR","Delivered",8,True,"Net 60","2022-03-15",148,86,26,"Item_862","Office Supplies","Brand_38",False,"Supplier_84","China",False,3,"0.01"
"PO-000574","ITM-00862","SPL-0014",278,"28.89","26.14","CNY","Cancelled",2,False,"Net 30","2020-08-21",148,86,26,"Item_862","Office Supplies","Brand_38",False,"Supplier_14","Canada",True,3,"0.13"
"PO-001641","ITM-00862","SPL-0093",568,"454.53","427.38","INR","Cancelled",7,True,"Net 30","2021-10-25",148,86,26,"Item_862","Office Supplies","Brand_38",False,"Supplier_93","India",False,2,"0.01"
"PO-004065","ITM-00862","SPL-0024",225,"91.49","73.45","INR","Cancelled",9,True,"Net 30","2024-06-13",148,86,26,"Item_862","Office Supplies","Brand_38",False,"Supplier_24","Germany",True,3,"0.01"
"PO-001688","ITM-00863","SPL-0058",995,"256.36","216.26","INR","Pending",7,True,"Net 60","2021-11-12",0,180,13,"Item_863","Packaging","Brand_17",True,"Supplier_58","Mexico",False,1,"0.01"
"PO-003511","ITM-00863","SPL-0043",799,"457.30","379.90","CNY","Cancelled",2,True,"Net 45","2023-11-01",0,180,13,"Item_863","Packaging","Brand_17",True,"Supplier_43","USA",True,2,"0.13"
"PO-000522","ITM-00863","SPL-0049",589,"47.89","44.13","INR","Pending",4,True,"Net 60","2020-07-30",0,180,13,"Item_863","Packaging","Brand_17",True,"Supplier_49","USA",False,2,"0.01"
"PO-000057","ITM-00863","SPL-0038",751,"198.79","179.65","INR","Delivered",1,True,"Net 45","2020-01-23",0,180,13,"Item_863","Packaging","Brand_17",True,"Supplier_38","India",False,4,"0.01"
"PO-000763","ITM-00864","SPL-0052",877,"88.60","74.42","MXN","Delivered",9,True,"Net 60","2020-11-06",177,110,26,"Item_864","Furniture","Brand_15",True,"Supplier_52","USA",True,3,"0.05"
"PO-004890","ITM-00864","SPL-0091",110,"210.78","188.27","CNY","Cancelled",0,True,"Net 60","2025-05-06",177,110,26,"Item_864","Furniture","Brand_15",True,"Supplier_91","India",True,1,"0.13"
"PO-003512","ITM-00864","SPL-0080",728,"36.81","36.03","MXN","Partially Delivered",9,True,"Net 60","2023-11-01",177,110,26,"Item_864","Furniture","Brand_15",True,"Supplier_80","Mexico",False,4,"0.05"
"PO-000869","ITM-00864","SPL-0077",471,"361.91","303.67","USD","Cancelled",1,True,"Net 45","2020-12-19",177,110,26,"Item_864","Furniture","Brand_15",True,"Supplier_77","China",True,3,"1.00"
"PO-001023","ITM-00865","SPL-0038",932,"280.82","235.59","USD","Delivered",4,True,"Net 30","2021-02-17",0,177,8,"Item_865","Electronics","Brand_45",False,"Supplier_38","India",False,4,"1.00"
"PO-001002","ITM-00865","SPL-0057",534,"192.70","184.22","INR","Delivered",3,True,"Net 60","2021-02-09",0,177,8,"Item_865","Electronics","Brand_45",False,"Supplier_57","India",True,3,"0.01"
"PO-004493","ITM-00865","SPL-0055",272,"224.29","204.81","MXN","Cancelled",2,True,"Net 60","2024-11-25",0,177,8,"Item_865","Electronics","Brand_45",False,"Supplier_55","India",False,3,"0.05"
"PO-001103","ITM-00865","SPL-0093",939,"143.11","126.77","USD","Delivered",1,True,"Net 30","2021-03-23",0,177,8,"Item_865","Electronics","Brand_45",False,"Supplier_93","India",False,2,"1.00"
"PO-004922","ITM-00865","SPL-0069",147,"230.37","196.30","EUR","Pending",4,True,"Net 60","2025-05-19",0,177,8,"Item_865","Electronics","Brand_45",False,"Supplier_69","Mexico",False,3,"1.14"
"PO-002838","ITM-00866","SPL-0023",294,"382.52","314.92","USD","Partially Delivered",0,True,"Net 60","2023-02-07",247,66,27,"Item_866","Office Supplies","Brand_32",False,"Supplier_23","USA",True,2,"1.00"
"PO-004881","ITM-00866","SPL-0015",105,"82.21","75.68","INR","Partially Delivered",0,True,"Net 45","2025-05-02",247,66,27,"Item_866","Office Supplies","Brand_32",False,"Supplier_15","USA",False,5,"0.01"
"PO-002709","ITM-00867","SPL-0003",356,"81.82","78.93","EUR","Pending",3,True,"Net 60","2022-12-17",213,77,23,"Item_867","Office Supplies","Brand_2",False,"Supplier_3","Mexico",True,3,"1.14"
"PO-004930","ITM-00868","SPL-0021",442,"491.26","482.58","MXN","Pending",6,True,"Net 30","2025-05-22",0,58,30,"Item_868","Packaging","Brand_47",True,"Supplier_21","Germany",False,1,"0.05"
"PO-001867","ITM-00868","SPL-0062",187,"472.04","428.64","USD","Partially Delivered",7,True,"Net 30","2022-01-17",0,58,30,"Item_868","Packaging","Brand_47",True,"Supplier_62","Canada",True,2,"1.00"
"PO-004245","ITM-00868","SPL-0063",250,"115.98","109.62","CNY","Delivered",9,True,"Net 60","2024-08-21",0,58,30,"Item_868","Packaging","Brand_47",True,"Supplier_63","Canada",True,1,"0.13"
"PO-003751","ITM-00868","SPL-0013",451,"109.71","96.43","USD","Delivered",5,True,"Net 30","2024-02-07",0,58,30,"Item_868","Packaging","Brand_47",True,"Supplier_13","China",False,1,"1.00"
"PO-001829","ITM-00868","SPL-0084",196,"426.94","391.63","INR","Delivered",2,True,"Net 30","2022-01-03",0,58,30,"Item_868","Packaging","Brand_47",True,"Supplier_84","China",False,3,"0.01"
"PO-001465","ITM-00869","SPL-0092",902,"493.66","465.78","MXN","Partially Delivered",0,False,"Net 30","2021-08-14",101,145,6,"Item_869","Packaging","Brand_41",False,"Supplier_92","China",True,5,"0.05"
"PO-001027","ITM-00870","SPL-0084",777,"342.61","325.00","CNY","Delivered",7,True,"Net 45","2021-02-18",0,184,9,"Item_870","Furniture","Brand_31",False,"Supplier_84","China",False,3,"0.13"
"PO-002822","ITM-00870","SPL-0083",623,"161.02","156.06","MXN","Pending",6,True,"Net 60","2023-01-31",0,184,9,"Item_870","Furniture","Brand_31",False,"Supplier_83","India",False,4,"0.05"
"PO-001408","ITM-00870","SPL-0054",951,"180.72","148.08","INR","Cancelled",1,True,"Net 30","2021-07-22",0,184,9,"Item_870","Furniture","Brand_31",False,"Supplier_54","China",False,4,"0.01"
"PO-000431","ITM-00871","SPL-0055",738,"157.95","138.96","EUR","Pending",6,True,"Net 30","2020-06-24",356,110,27,"Item_871","MRO","Brand_8",True,"Supplier_55","India",False,3,"1.14"
"PO-003533","ITM-00872","SPL-0021",945,"352.90","289.49","INR","Delivered",3,True,"Net 60","2023-11-09",73,163,25,"Item_872","Electronics","Brand_16",False,"Supplier_21","Germany",False,1,"0.01"
"PO-001269","ITM-00872","SPL-0095",680,"400.47","358.13","USD","Cancelled",3,True,"Net 30","2021-05-28",73,163,25,"Item_872","Electronics","Brand_16",False,"Supplier_95","Canada",False,2,"1.00"
"PO-001363","ITM-00872","SPL-0085",556,"137.38","115.01","CNY","Pending",6,False,"Net 30","2021-07-04",73,163,25,"Item_872","Electronics","Brand_16",False,"Supplier_85","India",True,2,"0.13"
"PO-000342","ITM-00872","SPL-0020",573,"478.47","433.45","CNY","Partially Delivered",7,True,"Net 45","2020-05-19",73,163,25,"Item_872","Electronics","Brand_16",False,"Supplier_20","Germany",True,5,"0.13"
"PO-004830","ITM-00872","SPL-0020",448,"213.49","192.88","INR","Delivered",8,True,"Net 30","2025-04-10",73,163,25,"Item_872","Electronics","Brand_16",False,"Supplier_20","Germany",True,5,"0.01"
"PO-004434","ITM-00872","SPL-0031",122,"413.05","358.75","USD","Cancelled",3,True,"Net 60","2024-11-02",73,163,25,"Item_872","Electronics","Brand_16",False,"Supplier_31","Germany",True,1,"1.00"
"PO-001295","ITM-00872","SPL-0062",259,"109.20","107.21","USD","Partially Delivered",2,True,"Net 45","2021-06-07",73,163,25,"Item_872","Electronics","Brand_16",False,"Supplier_62","Canada",True,2,"1.00"
"PO-004177","ITM-00872","SPL-0049",813,"202.00","182.81","INR","Cancelled",8,True,"Net 45","2024-07-26",73,163,25,"Item_872","Electronics","Brand_16",False,"Supplier_49","USA",False,2,"0.01"
"PO-002873","ITM-00873","SPL-0081",754,"36.56","33.26","MXN","Cancelled",4,True,"Net 45","2023-02-20",938,100,29,"Item_873","Packaging","Brand_17",False,"Supplier_81","India",False,5,"0.05"
"PO-004181","ITM-00873","SPL-0064",611,"485.22","393.95","EUR","Pending",1,True,"Net 30","2024-07-27",938,100,29,"Item_873","Packaging","Brand_17",False,"Supplier_64","Mexico",False,2,"1.14"
"PO-003081","ITM-00873","SPL-0074",169,"111.21","110.35","MXN","Cancelled",8,True,"Net 45","2023-05-15",938,100,29,"Item_873","Packaging","Brand_17",False,"Supplier_74","Mexico",True,1,"0.05"
"PO-000329","ITM-00873","SPL-0020",151,"36.39","32.60","MXN","Cancelled",6,True,"Net 60","2020-05-15",938,100,29,"Item_873","Packaging","Brand_17",False,"Supplier_20","Germany",True,5,"0.05"
"PO-001906","ITM-00873","SPL-0031",408,"18.60","15.57","USD","Cancelled",5,True,"Net 45","2022-02-02",938,100,29,"Item_873","Packaging","Brand_17",False,"Supplier_31","Germany",True,1,"1.00"
"PO-004301","ITM-00873","SPL-0032",511,"258.74","258.73","INR","Pending",3,True,"Net 60","2024-09-13",938,100,29,"Item_873","Packaging","Brand_17",False,"Supplier_32","China",True,5,"0.01"
"PO-000225","ITM-00874","SPL-0031",154,"495.84","446.84","MXN","Partially Delivered",2,True,"Net 60","2020-04-02",898,154,10,"Item_874","MRO","Brand_18",False,"Supplier_31","Germany",True,1,"0.05"
"PO-003823","ITM-00874","SPL-0015",26,"27.72","27.01","INR","Delivered",1,False,"Net 45","2024-03-08",898,154,10,"Item_874","MRO","Brand_18",False,"Supplier_15","USA",False,5,"0.01"
"PO-002497","ITM-00874","SPL-0057",862,"361.56","303.27","USD","Cancelled",1,True,"Net 45","2022-09-23",898,154,10,"Item_874","MRO","Brand_18",False,"Supplier_57","India",True,3,"1.00"
"PO-000548","ITM-00874","SPL-0002",771,"453.05","413.47","INR","Cancelled",7,True,"Net 45","2020-08-10",898,154,10,"Item_874","MRO","Brand_18",False,"Supplier_2","China",True,5,"0.01"
"PO-002050","ITM-00874","SPL-0034",101,"318.14","281.58","EUR","Delivered",7,True,"Net 30","2022-03-29",898,154,10,"Item_874","MRO","Brand_18",False,"Supplier_34","USA",False,1,"1.14"
"PO-002259","ITM-00875","SPL-0096",960,"380.35","323.76","MXN","Partially Delivered",9,True,"Net 45","2022-06-22",637,100,12,"Item_875","Electronics","Brand_38",True,"Supplier_96","India",True,2,"0.05"
"PO-003773","ITM-00875","SPL-0069",596,"70.85","56.79","EUR","Cancelled",4,True,"Net 30","2024-02-16",637,100,12,"Item_875","Electronics","Brand_38",True,"Supplier_69","Mexico",False,3,"1.14"
"PO-004842","ITM-00875","SPL-0003",86,"133.85","109.77","EUR","Delivered",3,True,"Net 30","2025-04-15",637,100,12,"Item_875","Electronics","Brand_38",True,"Supplier_3","Mexico",True,3,"1.14"
"PO-002736","ITM-00875","SPL-0085",719,"111.74","103.38","MXN","Cancelled",8,True,"Net 60","2022-12-27",637,100,12,"Item_875","Electronics","Brand_38",True,"Supplier_85","India",True,2,"0.05"
"PO-002206","ITM-00875","SPL-0061",631,"86.73","83.78","CNY","Pending",9,True,"Net 30","2022-05-31",637,100,12,"Item_875","Electronics","Brand_38",True,"Supplier_61","India",True,4,"0.13"
"PO-002997","ITM-00875","SPL-0038",275,"251.29","201.56","EUR","Pending",1,True,"Net 30","2023-04-10",637,100,12,"Item_875","Electronics","Brand_38",True,"Supplier_38","India",False,4,"1.14"
"PO-002586","ITM-00875","SPL-0054",494,"165.52","143.61","INR","Cancelled",3,True,"Net 30","2022-10-28",637,100,12,"Item_875","Electronics","Brand_38",True,"Supplier_54","China",False,4,"0.01"
"PO-001474","ITM-00875","SPL-0099",201,"358.84","311.16","CNY","Delivered",0,True,"Net 30","2021-08-17",637,100,12,"Item_875","Electronics","Brand_38",True,"Supplier_99","India",True,2,"0.13"
"PO-003729","ITM-00875","SPL-0003",607,"333.33","307.75","CNY","Cancelled",3,True,"Net 30","2024-01-30",637,100,12,"Item_875","Electronics","Brand_38",True,"Supplier_3","Mexico",True,3,"0.13"
"PO-002652","ITM-00876","SPL-0054",53,"157.47","136.92","EUR","Delivered",6,True,"Net 60","2022-11-23",965,91,21,"Item_876","MRO","Brand_39",True,"Supplier_54","China",False,4,"1.14"
"PO-000652","ITM-00876","SPL-0044",341,"443.27","434.92","INR","Pending",1,True,"Net 60","2020-09-22",965,91,21,"Item_876","MRO","Brand_39",True,"Supplier_44","Canada",True,3,"0.01"
"PO-002373","ITM-00876","SPL-0045",384,"315.50","256.28","INR","Cancelled",8,True,"Net 45","2022-08-06",965,91,21,"Item_876","MRO","Brand_39",True,"Supplier_45","Germany",False,5,"0.01"
"PO-000513","ITM-00876","SPL-0015",316,"211.85","205.31","EUR","Partially Delivered",0,True,"Net 60","2020-07-27",965,91,21,"Item_876","MRO","Brand_39",True,"Supplier_15","USA",False,5,"1.14"
"PO-003996","ITM-00876","SPL-0036",761,"396.41","362.20","CNY","Pending",3,True,"Net 60","2024-05-17",965,91,21,"Item_876","MRO","Brand_39",True,"Supplier_36","India",True,4,"0.13"
"PO-001298","ITM-00876","SPL-0039",468,"446.63","432.42","EUR","Pending",2,True,"Net 60","2021-06-08",965,91,21,"Item_876","MRO","Brand_39",True,"Supplier_39","Germany",True,1,"1.14"
"PO-004995","ITM-00876","SPL-0059",876,"300.37","271.65","CNY","Pending",3,True,"Net 60","2025-06-16",965,91,21,"Item_876","MRO","Brand_39",True,"Supplier_59","USA",False,2,"0.13"
"PO-002874","ITM-00876","SPL-0059",664,"386.81","384.98","EUR","Partially Delivered",3,True,"Net 60","2023-02-20",965,91,21,"Item_876","MRO","Brand_39",True,"Supplier_59","USA",False,2,"1.14"
"PO-004264","ITM-00877","SPL-0057",804,"304.68","282.03","CNY","Cancelled",3,True,"Net 30","2024-08-30",0,63,3,"Item_877","Packaging","Brand_24",True,"Supplier_57","India",True,3,"0.13"
"PO-003278","ITM-00877","SPL-0033",793,"235.60","226.72","INR","Delivered",4,True,"Net 30","2023-08-03",0,63,3,"Item_877","Packaging","Brand_24",True,"Supplier_33","Mexico",False,2,"0.01"
"PO-001604","ITM-00878","SPL-0080",868,"411.60","342.06","USD","Partially Delivered",5,False,"Net 45","2021-10-09",798,146,11,"Item_878","Electronics","Brand_16",False,"Supplier_80","Mexico",False,4,"1.00"
"PO-003618","ITM-00878","SPL-0081",204,"240.07","206.87","MXN","Delivered",5,True,"Net 30","2023-12-14",798,146,11,"Item_878","Electronics","Brand_16",False,"Supplier_81","India",False,5,"0.05"
"PO-000764","ITM-00878","SPL-0088",415,"403.24","329.35","CNY","Cancelled",0,True,"Net 45","2020-11-07",798,146,11,"Item_878","Electronics","Brand_16",False,"Supplier_88","Germany",True,5,"0.13"
"PO-000594","ITM-00878","SPL-0076",806,"121.49","118.59","USD","Pending",4,False,"Net 60","2020-08-29",798,146,11,"Item_878","Electronics","Brand_16",False,"Supplier_76","USA",False,1,"1.00"
"PO-003161","ITM-00878","SPL-0032",824,"351.40","296.74","USD","Partially Delivered",2,True,"Net 30","2023-06-16",798,146,11,"Item_878","Electronics","Brand_16",False,"Supplier_32","China",True,5,"1.00"
"PO-002147","ITM-00878","SPL-0041",58,"107.34","105.03","USD","Delivered",6,True,"Net 60","2022-05-08",798,146,11,"Item_878","Electronics","Brand_16",False,"Supplier_41","Germany",True,2,"1.00"
"PO-000053","ITM-00879","SPL-0093",989,"375.43","323.49","EUR","Cancelled",2,True,"Net 30","2020-01-22",945,163,17,"Item_879","Electronics","Brand_43",False,"Supplier_93","India",False,2,"1.14"
"PO-004557","ITM-00879","SPL-0063",487,"433.00","368.79","USD","Delivered",7,True,"Net 30","2024-12-19",945,163,17,"Item_879","Electronics","Brand_43",False,"Supplier_63","Canada",True,1,"1.00"
"PO-002757","ITM-00879","SPL-0031",691,"134.40","124.34","USD","Cancelled",1,True,"Net 30","2023-01-05",945,163,17,"Item_879","Electronics","Brand_43",False,"Supplier_31","Germany",True,1,"1.00"
"PO-001707","ITM-00879","SPL-0058",617,"337.49","304.10","MXN","Partially Delivered",1,True,"Net 45","2021-11-19",945,163,17,"Item_879","Electronics","Brand_43",False,"Supplier_58","Mexico",False,1,"0.05"
